"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"1360","Rushfleet","Whitebank Road, Southbank Quay, Dublin 4, Ringsend, d04 x202, Dublin","Dublin","Ireland","35316600866","www.rushfleet.com","Other (Freight Container depot)","Donal Foley","donal@rushfleet.com","35316600866",,"182702","RUSHFLEET LIMITED","WHITEBANK ROAD SOUTHBANK QUAY DUBLIN 4 ",,
"29","Ryan Meade","39 St Martin's Park, Dublin, D6W W638, Dublin","Dublin","Ireland","0868176657",,"Other (Digital policy, environment, citizen engagement)",,"ryan@meade.net",,,,,,,
"1309","Ryanair","Ryanair Dublin Office, Airside Business Park, Swords, Dublin","Dublin","Ireland","019451212","www.ryanair.com","Other (Airline)","Juliusz Komorek","mayeg@ryanair.com","019451212",,,"RYANAIR DAC","RYANAIR DUBLIN OFFICE AIRSIDE BUSINESS PARK SWORDS CO. DUBLIN",,
"1341","S.O.S - European Support Network and Social Think Tank","School Road, Castlegar, Galway, Galway, Galway","Galway","Ireland","0894687850","http://europeansupportnetwork.tumblr.com/","Other (Lobying, Social Justice Advocacy, Resolve Human Rights Issues, Review Govt and Public Policies, International Networking for Public Interest etc.)","Mosharaf Chowdhury","sosireland2013@gmail.com","0894687850",,,,,,
"1693","Safe Home Ireland","St. Brendans Village,, Mulranny, Westport, Mayo","Mayo","Ireland","09836036","www.safehomeireland.com","Other (Registered Charity supporting Irish Emigrants who would like to return to live in Ireland or have recently returned to live)","Karen McHugh","karen@safehomeireland.com","0879775080",,"351678","SAFE HOME PROGRAMME COMPANY LIMITED BY GUARANTEE","MULRANNY WESTPORT CO. MAYO ","20049119","14782"
"1162","SAFE Ireland National Social Change Agency CLG  T/A SAFE Ireland","Unit 5 Centre Court, Blyry Business Park, Athlone, N37 N9K6, Westmeath","Westmeath","Ireland","0906479078","www.safeireland.ie","Other (National social change agency for domestic violence working in close collaboration with 40 frontline domestic violence services across communities in Ireland.)","Sharon O' Halloran","sharon@safeireland.ie","0872216328",,"291205","SAFE IRELAND NATIONAL SOCIAL CHANGE AGENCY COMPANY LIMITED BY GUARANTEE","NO.5 CENTRE COURT BLYRY BUSINESS PARK ATHLONE CO. WESTMEATH","20039677","13064"
"1750","Safetynet Primary Care","Unit 317, Capel Building, St. Mary's Abbey, Capel Street, Dublin 7, D07 DP44, Dublin","Dublin","Ireland","087 1628663","www.primarycaresafetynet.ie","Health","Fiona O'Reilly","fiona@primarycaresafetynet.ie","087 1628663",,,"471026","2/3 Terminus Mills, Clonskeagh Road, Dublin 6. D06YP23","20075996","19388"
"751","Sage - Support and Advocacy for Older People","24-26 Upper Ormond Quay, Dublin 7, Dublin 7, Dublin 7, Dublin","Dublin","Ireland","+35315367331","www.sage.thirdageireland.ie","Other (Support & Advocacy Service for Older People)","Mervyn Taylor","mervyn.taylor@sage.thirdageireland.ie","01 5367330",,,"Third Age Foundation","Third Age National Centre, Summerhill, Meath.","16647","20060459"
"1395","Saint John of God Community Services Limited","Granada House, Stillorgan, Co. Dublin, Dublin, County D, Dublin","Dublin","Ireland","01 5333395","www.sjog.ie","Health","Clare Dempsey","ceo.sjogcs@sjog.ie","01 5333395",,,"Saint John of God Community Services Limited","Granada House, Stillorgan, Co. Dublin",,"CHY18284"
"1214","Saint John of God Hospital Limited","""Granada”,  Stillorgan, Dublin
","Dublin","Ireland","01-2771521",,"Health","Emma Balmaine","emma.balmaine@sjog.ie","01-277 1521",,,"Saint John of God Hospital Limited","""Granada, Stillorgan
 Co. Dublin""
","20069858","18282"
"559","Saint Nicholas Montessori Society of Ireland Ltd","16 Adelaide Street, D??n Laoghaire, A96H5P3, Antrim","Antrim","Ireland","012806064","www.snmci.ie","Other (Education and Early Years)","Ian McKenna","ian.mckenna@snmci.ie","012806083",,,"Saint Nicholas Montessori Society of Ireland Ltd","16 Adelaide Street, D??n Laoghaire, Co Dublin","20010645","6193"
"928","Samaritans Ireland","4-5 Ushers Court, Ushers Quay, Dublin 8, Dublin, Dublin 8, Dublin","Dublin","Ireland","016710071","www.samaritans.ie","Other (Suicide reduction)","Deirdre Toner","d.toner@samaritans.org","016710071",,"450409","SAMARITANS IRELAND","4-5 USHER'S COURT USHER'S QUAY DUBLIN 8 ","2033668","CHY11880"
"1832","Sandyford BID CLG","10 Leopardstown Office Park, Burton Hall Avenue, Sandyford, Dublin 18, Dublin","Dublin","Ireland","015441313","www.sandyford.ie","Industry body","Wessel Badenhorst","wessel@sandyford.ie","015441313",,"593200","SANDYFORD BID COMPANY LIMITED BY GUARANTEE","PARAMOUNT COURT CORRIG ROAD SANDYFORD BUSINESS PARK DUBLIN 18",,
"626","Sandyford Business District Association","c/o 60 Holly Avenue, Blackrock, Dublin","Dublin","Ireland","0861766662",,"Other (Business Association)","Chair","info@sbda.ie","0861766662",,,,,,
"1961","Sarah Ryan","Malahide, Dublin, Dublin","Dublin","Ireland","0879216395",,"Lobbying",,"sarahryan70@gmail.com",,,,,,,
"1318","Save Our Services, Lifford Ramelton Stranorlar, Community Hospitals Action Group.","C/o The Base, Stranorlar, Lifford, Donegal","Donegal","Ireland","074 91 31157",,"Other (Lobbying for retention of services at our 3 hospitals)","Fr John Joe Duffy","frjohnjoeduffy@gmail.com","074 91 31157",,,,,,
"1483","Savills Ireland","33 Moleswroth Street, Dublin, Dublin 2, Dublin","Dublin","Ireland","+35316181300","www.savills.ie","Other (Estate Agent)","Peter Callender","Peter.Callender@savills.ie","+353 1 618 1764",,"119887","SAVILLS COMMERCIAL (IRELAND) LIMITED","33 MOLESWORTH STREET DUBLIN 2  ",,
"664","Savvi Credit Union Ltd","27-28 Herbert Place, Dublin, 2",,"Ireland","01-6325127","www.savvi.ie","Finance","Angela Kelly","angela.kelly@savvi.ie","01-6325127",,,"Savvi Credit Union Ltd","27/28 Herbert Place, Dublin 2","275CU",
"1418","SCCUL Enterprises Limited","Castlepark road, Ballybane, Galway, Galway","Galway","Ireland","091386004","www.scculenterprises.ie","Other (Charity - Community development organisation)","Michael Smyth","michael@scculenterprises.ie","0851310044",,"358574","S.C.C.U.L ENTERPRISES COMPANY LIMITED BY GUARANTEE","WALTER MACKEN ROAD MERVUE GALWAY ",,"15857"
"2019","School St FRC","School St, Pimlico, Dublin 8, Dublin","Dublin","Ireland","014547018","familycentre.ie","Other (Community Development Group)","fintan Brunkard","schoolstfrc@gmail.com","0860802792",,"290313","SCHOOL STREET AND THOMAS COURT BAWN FAMILY RESOURCES CENTRE COMPANY LIMITED BY GUARANTEE","22/23 SCHOOL STREET PIMLICO DUBLIN 8 ",,"chy13011"
"391","Scouting Ireland","National Office, Larch Hill, Dublin 16, D16 P028, Dublin","Dublin","Ireland","014956300","www.scouts.ie","Other (Non formal Education)","John Lawlor","jlawlor@scouts.ie","014956300",,"397094","SCOUTING IRELAND","LARCH HILL DUBLIN 16  ","CHY3507","CHY3507"
"158","Screen Producers Ireland","77 Merrion Square, Dublin 2, Dublin 2, Dublin","Dublin","Ireland","016621114","screenproducersireland.com","Industry body","Elaine Geraghty","elaine@screenproducersireland.com","01 6621114",,"161461","SCREEN PRODUCERS IRELAND","77 MERRION SQUARE, DUBLIN 2  ","CHY14539",
"724","SDR Site 1 Ltd","Office 10 Block 3, New Ashbourne Town Centre, Ashbourne, Ashbourne, Meath","Meath","Ireland","0871784632","www.sdrgroup.ie","Construction","Richard McDonagh","info@sdrgroup.ie","0871784632",,"552626","SDRSITEONE LIMITED","OFFICE 10 BLOCK 3, NEW ASHBOURNE TOWN CENTRE ASHBOURNE CO. MEATH IRELAND",,
"1252","Seamus McCarthy","Alexandra House, Clane, Kildare","Kildare","Ireland","087 2584900",,"Agribusiness",,"seamusmccarthy@gmail.com",,,,,,,
"1595","Seamus Murphy","19 High Street, Balbriggan, Dublin","Dublin","Ireland","0872551616",,"Construction",,"lisa.murphy080809@gmail.com",,,,,,,
"1591","Seamus O'Halloran","50 St Lawrence Road, Clontarf, Dublin, Dublin, D03 XN70, Dublin","Dublin","Ireland","0876392630",,"Finance",,"seamus@seamusohalloran.com",,,,,,,
"1112","Sean Collins","9 Hibury, Rathmullen Road, Drogheda, Louth","Louth","Ireland","0419831584",,"Lobbying",,"seancollins1@gmail.com",,,,,,,
"1950","Sean Cooke","Coleman lane, Arthurstown, New Ross, New Ross, Wexford","Wexford","Ireland","353868034895",,"Other (Community development)",,"scooke1@eircom.net",,,,,,,
"1809","Sean Sherwin","Lavagh, Roosky, Carrick-on-Shannon, N41 NP59, Roscommon","Roscommon","Ireland","+353872361982",,"Lobbying",,"sean.sherwin.online@gmail.com",,,,,,,
"1520","SECAD Partnership CLG","Midleton Community Enterprise Centre, Owennacurra Business Park, Knockgriffin, Midleton, P25 Y893, Cork","Cork","Ireland","021 4613432","www.secad.ie","Other (Community & Economic Development)","Mr. Ryan Howard","rhoward@secad.ie","021 4613432",,"233937","SECAD PARTNERSHIP COMPANY LIMITED BY GUARANTEE","MIDLETON COMMUNITY ENTERPRISE CENTRE, KNOCKGRIFFIN, MIDLETON, CO. CORK.",,"CHY11699"
"790","Secretariat of Secondary Schools","Emmet House, Milltown, Dublin 14, Dublin, Dublin","Dublin","Ireland","01 2838255",,"Other (Education)","John Curtis","johncurtis@jmb.ie","086 0770318",,"45807","SECRETARIAT OF SECONDARY SCHOOLS","EMMET HOUSE, MILLTOWN, DUBLIN 14. ",,
"1676","Setanta Vehicle Importers Limited","Unit 20 Parkmore Industrial Estate, Long Mile Road, Dublin 12, Dublin, D12, Dublin","Dublin","Ireland","014034555","www.renault-trucks.ie","Other (Importer & Distributor of Commercial Vehicles)","Sharon Concarr","sharon.concarr@renaulttrucks.ie","014034555",,"434563","SETANTA VEHICLE IMPORTERS LIMITED","20 PARKMORE INDUSTRIAL ESTATE LONGMILE ROAD DUBLIN 12 ",,
"777","Sex Workers Alliance Ireland (SWAI)","37 Dame Street, Dublin, 2, Dublin","Dublin","Ireland","0877677148","www.sexworkersallianceireland.org","Other (Community Work Organisation)","Dearbhla Ryan","dearbhla@swai.eu","0877677148",,,,,,
"689","Sexual Violence Centre Cork","5 Camden Place,, Cork, Cork, Cork","Cork","Ireland","0872506433","http://www.sexualviolence.ie/","Other (Lobbying for change pertaining to issues surrounding sexual violence and sex traffickin)","Mary Crilly","mcrilly@sexualviolence.ie","0872506433",,"242357","CORK RAPE CRISIS CENTRE LIMITED","5 CAMDEN PLACE CAMDEN QUAY CORK ","9591","9591"
"318","Shannon Chamber","Unit B9 SkyCourt, Shannon, V14 D899, Clare","Clare","Ireland","061 360611","www.shannonchamber.ie","Industry body","Dympna O'Callaghan","dympna@mollydmarketing.ie","086 2371508",,,"Shannon & District Chamber of Commerce Limited","Unit B9, Management Offices, SkyCourt, Shannon, Co Clare",,
"856","Shannon Foynes Port Company","Harbour Office, Foynes, Limerick","Limerick","Ireland","06973100","www.sfpc.ie","Other (Port Company)","Ed Stanley","estanley@sfpc.ie","06973120",,"332414","SHANNON FOYNES PORT COMPANY","HARBOUR OFFICE FOYNES CO LIMERICK ",,
"1022","Shannon Group plc","Shannon Airport, Shannon, Clare","Clare","Ireland","061 712890","www.shannongroup.ie","Other (Manages and Operates, Airport, Commercial Properties and Visitor Attractions)","Mary Considine","Mary.considine@shannonairport.ie","061 712130",,"548847","SHANNON GROUP, PUBLIC LIMITED COMPANY","SHANNON AIRPORT SHANNON CO CLARE ",,
"1857","Sharing Economy Ireland","13 Lad Lane, Dublin, Dublin 2, Dublin","Dublin","Ireland","087 641 0326","www.sharingeconomyireland.com","Industry body","Devan Hughes","contact@sharingeconomyireland.com","087 641 0326",,"592603","SHARING ECONOMY IRELAND","13 LAD LANE DUBLIN 2  ",,
"1489","Shaun Hennelly","1 Averard East, Taylors Hill, Galway, Galway, H91N2EP, Galway","Galway","Ireland","0872564661",,"Construction",,"hostel@hennelly.eu",,,,,,,
"1326","Shea Kelly","College Court, Strand St, Skerries, Dublin","Dublin","Ireland","087 2590055",,"Other (Estate Agent Chartered Surveyor)","Shea Kelly","shea@kellyco.ie","018491155",,"112865","CHINLEY LIMITED","UNIT 2, COLLEGE COURT, SKERRIES, CO. DUBLIN.",,
"1344","Sheikh Mohiuddin Ahmed","29a The Sycamores, Dunmore Road, Waterford, X91 ERW5, Waterford","Waterford","Ireland","0876760012",,"Other (Immigration, Media, Minority Communities, Law)",,"smahmed65@gmail.com",,,,,,,
"805","Shell E&P Ireland Ltd.","Embassy House, Ballsbridge, Dublin 4, Dublin, Dublin","Dublin","Ireland","+3539789005","www.shell.ie","Energy & Natural Resources","Cliona Sinnott","cliona.sinnott@shell.com","+3539789005",,"316588","SHELL E&P IRELAND LIMITED","EMBASSY HOUSE BALLSBRIDGE DUBLIN 4 ",,
"1788","Sherry FitzGerald Group","164 Shelbourne Road, Ballsbridge, Dublin, 4, Dublin","Dublin","Ireland","012376300","www.sherryfitz.ie","Other (Property Services Company)","Clair Cullinan","clair.cullinan@sherryfitz.ie","012376300",,"502487","SHERRY FITZGERALD (IRELAND) HOLDINGS LIMITED","164 SHELBOURNE ROAD BALLSBRIDGE DUBLIN 4 ",,
"648","Shine","Block B, Maynooth Business Campus, Straffan Road, Maynooth, W23W5X7, Kildare","Kildare","Ireland","01 5413715","www.shine.ie","Health","John Saunders","jsaunders@shineonline.ie","01 8601620",,,"SCHIZOPHRENIA ASSOCIATION OF IRELAND","Block B Maynooth Business Campus Straffan Road Maynooth Co Kildare W23W5X7","6380","6380"
"1860","Shire Pharmaceuticals Ireland Limited","Floor 3, Block 2, Miesian Plaza, 50-58 Lower Baggot Street, Dublin 2, Dublin","Dublin","Ireland","+353 86 854 9261","www.shire.com","Health","Kealan O'Reilly","kealan.oreilly@shire.com","+353 86 854 9261",,,"SHIRE PHARMACEUTICALS IRELAND LIMITED","5 Riverwalk, Citywest Business Campus, Dublin 24",,
"1146","Show Racism the Red Card","Carmichael Centre, North Brunswick Street, Dublin 7, Dublin, D07 RHA8, Dublin","Dublin","Ireland","0863927650","www.theredcard.ie","Other (Anti Racism Education)","Garrett Mullan","info@theredcard.ie","086 3927650",,"365810","SHOW RACISM THE RED CARD LIMITED","CARMICHAEL CENTRE BRUNSWICK STREET NORTH DUBLIN 7 ","20064426","17360"
"1654","Sid Adrian McLoughlin","New House, Newry Road, Dundalk, Louth","Louth","Ireland","+353872437742",,"Other (Self employed)",,"mcloughlinfrozenfoods@eircom.net",,,,,,,
"431","Siel Bleu Ireland","18 Eustace Street, Temple Bar, Dublin 2, Dublin, D02 WR53, Dublin","Dublin","Ireland","012096889","www.sielbleu.ie","Health","Thomas Mc Cabe","thomas.mccabe@sielbleu.ie","0879345560",,"488914","SIEL BLEU (IRELAND) LIMITED","18 EUSTACE STREET TEMPLEBAR DUBLIN 2 ","CHY 19489","19489"
"284","Siemens Limited","Innovation Hosue, DCU Innovation Campus, Old Finglas Road, Glasnevin, Dublin, D11, Dublin","Dublin","Ireland","01 2162000","www.siemens.ie","Communications/Electronics","Michael O'Connor","oconnor.michael@siemens.com","01 2162000",,,"Siemens Limited","Innovation House, DCU Innovation Campus, Old finglas Road , Glasnevin D11",,
"1708","Sightsavers Ireland","First Floor, Spencer House, Spencer Row, Dublin, Dublin 1, Dublin","Dublin","Ireland","01 663 7666","www.sightsavers.ie","Other (Working in developing countries to prevent avoidable blindness and to eliminate eye disease)","Gary Doyle","gdoyle@sightsavers.ie","+ 353 (0)87 9131805",,"377692","SIGHTSAVERS IRELAND","70 GEORGES STREET UPPER DUNLAOGHAIRE CO DUBLIN ","20053246","15437"
"2008","Sigma Asset Management Limited t/a Sigma Retail Partners","53 Fitzwilliam Square, Dublin 2, Dublin, Dublin","Dublin","Ireland","016374700","www.sigmaretailpartners.com","Other (Retail Asset Management)","Marcus Wren","mwren@sigmaretailpartners.com","016374700",,,"Sigma Asset Management Limited","53 Fitzwilliam Square, Dublin 2",,
"335","Simon Communities in Ireland","St. Andrews House, 28-30 Exchequer Street, Dublin 2, Dublin","Dublin","Ireland","01 6711606","www.simon.ie","Other (Homelessness and Housing/Health)","Niamh Randall","niamh@simoncommunity.com","0858588384",,"74038","SIMON COMMUNITIES OF IRELAND","ST. ANDREWS HOUSE, 28/30, EXCHEQUER STREET, DUBLIN 2. ","20020125","8273"
"294","Simon jones (Irish Ventilation Industry Association)","Crowsgrove, Bunclody, Carlow","Carlow","Ireland","0860252210",,,,"simon.jones@aereco.ie",,,,,,,
"412","Sinnott Solicitors","Church Avenue, Rathmines, Dublin 6, 014062862, Dublin","Dublin","Ireland","014062862","www.sinnott.ie","Other (Human Rights, Equality , Immigration and Asylum)","Carol Sinnott","carol@sinnott.ie","014062862",,"340867","SINNOTT & COMPANY SOLICITORS","BELGRAVE HOUSE 15 BELGRAVE ROAD RATHMINES DUBLIN 6",,
"1669","Siobhan Feeney","Not published",,,"Not published",,"Trade union",,"Not published",,"Not published",,,,,
"1509","SIP Energy Ltd","Caheroyan, Athenry, Galway","Galway","Ireland","091 874290","www.sip-energy.com","Manufacturing","John Moylan","jmoylan@sip-energy.com","091 874290",,"412641","SIP ENERGY LIMITED","CAHEROYAN ATHENRY CO GALWAY ",,
"955","SIPTU - Services Industrial Professional Trade Union","Liberty Hall, Eden Quay, Dublin, Dublin 1, Dublin","Dublin","Ireland","018586332","www.siptu.ie","Trade union","Mr Brian McGann, Head of Organisational Development and Support Services","bmcgann@siptu.ie","018586332",,,,,,
"757","SIRO Limited","80 The Herbert Building, The Park Carrickmines, Dublin 18, Dublin, Dublin","Dublin","Ireland","1800 989 945","www.siro.ie","Communications/Electronics","Stephen O'Connor","stephen.oconnor@siro.ie","087 6747274",,,"SIRO Limited","27 Lower Fitzwilliam Street, Dublin 2",,
"652","Sisters of Mercy","13/14 Moyle Park, Convent Road, Clondalkin, Dublin, D22FT65, Dublin","Dublin","Ireland","01-4673737","www.sistersofmercy.ie","Other (The Activities of the Charity are congregational living - the advancement of Religion, the relief of poverty, promotion of education, justice and other charitable activities and the upkeep of heritage and listed assets)","Anne Doyle","annedoyle@csm.ie","086-8627855",,,"N/A","N/A","20023843","9527"
"410","Skibbereen & District Chamber of Commerce","c/o Ard Carraig, Burgatia, Rosscarbery, Cork","Cork","Ireland","0862388300","www.skibbereen.ie","Other (Voluntary umbrella organisation to promote business in the area)","Mary O'Donovan","chamber@skibbereen.ie","0862388300",,"225220","THE SKIBBEREEN PARTNERSHIP LIMITED","8 NORTH STREET SKIBBEREEN WEST CORK ",,
"1831","Skill Set Strategy Consultants","7 Crampton Quay, Dublin 2, D02 K030, Dublin","Dublin","Ireland","(01) 2863211",,"Other (Consultancy on Public Policy)","Dick Roche","dick.roche@skillset.ie","(01) 2863211",,,"Skill Set Strategy Consultants",,"na","na"
